Unidade-Preset;CodCentro;NomeCentro;NomeIlha;TipoIlha;Qtd_Baias;Preset;Produto_agrupado
BATAQ-PRESET-01;5016;BATAQ;PLECT-1;T;2;PRESET-01;GASOLINA C
BATAQ-PRESET-02;5016;BATAQ;PLECT-1;T;2;PRESET-02;ETANOL GRID
BATAQ-PRESET-03;5016;BATAQ;PLECT-1;T;2;PRESET-03;DIESEL B S10
BATAQ-PRESET-04;5016;BATAQ;PLECT-1;T;2;PRESET-04;DIESEL B S10
BATAQ-PRESET-05;5016;BATAQ;PLECT-2;T;2;PRESET-05;GASOLINA C
BATAQ-PRESET-06;5016;BATAQ;PLECT-2;T;2;PRESET-06;ETANOL HIDRATADO
BATAQ-PRESET-07;5016;BATAQ;PLECT-2;T;2;PRESET-07;DIESEL B S10
BATAQ-PRESET-08;5016;BATAQ;PLECT-2;T;2;PRESET-08;DIESEL B S500
BATAQ-PRESET-09;5016;BATAQ;PLECT-3;T;2;PRESET-09;GASOLINA C
BATAQ-PRESET-10;5016;BATAQ;PLECT-3;T;2;PRESET-10;DIESEL B S500
BATAQ-PRESET-11;5016;BATAQ;PLECT-3;T;2;PRESET-11;DIESEL B S10
BATAQ-PRESET-12;5016;BATAQ;PLECT-3;T;2;PRESET-12;DIESEL B S10
BAURU-PRESET-01;5163;BAURU;ILHA 1;B;1;PRESET-01;GASOLINA C
BAURU-PRESET-02;5163;BAURU;ILHA 1;B;1;PRESET-02;DIESEL B S10
BAURU-PRESET-03;5163;BAURU;ILHA 1;B;1;PRESET-03;DIESEL B S500
BAURU-PRESET-04;5163;BAURU;ILHA 1;B;1;PRESET-04;ETANOL HIDRATADO
BAURU-PRESET-05;5163;BAURU;ILHA 2;T;2;PRESET-05;GASOLINA C
BAURU-PRESET-06;5163;BAURU;ILHA 2;T;2;PRESET-06;DIESEL B S10
BAURU-PRESET-07;5163;BAURU;ILHA 2;T;2;PRESET-07;DIESEL B S500
BAURU-PRESET-08;5163;BAURU;ILHA 2;T;2;PRESET-08;ETANOL HIDRATADO
BAURU-PRESET-09;5163;BAURU;ILHA 3;T;2;PRESET-09;GASOLINA C
BAURU-PRESET-10;5163;BAURU;ILHA 3;T;2;PRESET-10;DIESEL B S10
BAURU-PRESET-11;5163;BAURU;ILHA 3;T;2;PRESET-11;DIESEL B S500
BAURU-PRESET-12;5163;BAURU;ILHA 3;T;2;PRESET-12;ETANOL HIDRATADO
BAVAP-PRESET-94;5280;BAVAP;DESC B100;D;1;PRESET-94;BIODIESEL B100
BAVAP-PRESET-93;5280;BAVAP;ETANOL 1;D;2;PRESET-93;ETANOL HIDRATADO
BAVAP-PRESET-95;5280;BAVAP;ETANOL 2;D;2;PRESET-95;PRODUTO NÃO DETECTADO
BAVAP-PRESET-96;5280;BAVAP;ETANOL 2;D;2;PRESET-96;ETANOL ANIDRO
BAVAP-PRESET-11;5280;BAVAP;X01 misto;B;1;PRESET-11;GASOLINA C
BAVAP-PRESET-12;5280;BAVAP;X01 misto;B;1;PRESET-12;GASOLINA C
BAVAP-PRESET-13;5280;BAVAP;X01 misto;B;1;PRESET-13;DIESEL B S500
BAVAP-PRESET-14;5280;BAVAP;X01 misto;B;1;PRESET-14;ETANOL HIDRATADO
BAVAP-PRESET-21;5280;BAVAP;X02 misto;B;1;PRESET-21;GASOLINA C
BAVAP-PRESET-22;5280;BAVAP;X02 misto;B;1;PRESET-22;PRODUTO NÃO DETECTADO
BAVAP-PRESET-23;5280;BAVAP;X02 misto;B;1;PRESET-23;DIESEL B S500
BAVAP-PRESET-24;5280;BAVAP;X02 misto;B;1;PRESET-24;ETANOL HIDRATADO
BAVAP-PRESET-31;5280;BAVAP;X03 S500;B;1;PRESET-31;DIESEL B S10
BAVAP-PRESET-32;5280;BAVAP;X03 S500;B;1;PRESET-32;DIESEL B S500
BAVAP-PRESET-41;5280;BAVAP;X04 misto;B;1;PRESET-41;GASOLINA C
BAVAP-PRESET-42;5280;BAVAP;X04 misto;B;1;PRESET-42;DIESEL B S10
BAVAP-PRESET-43;5280;BAVAP;X04 misto;B;1;PRESET-43;ETANOL HIDRATADO
BAVAP-PRESET-51;5280;BAVAP;X05 Misto;B;1;PRESET-51;GASOLINA C
BAVAP-PRESET-52;5280;BAVAP;X05 Misto;B;1;PRESET-52;DIESEL B S10
BAVAP-PRESET-53;5280;BAVAP;X05 Misto;B;1;PRESET-53;ETANOL HIDRATADO
BAVAP-PRESET-61;5280;BAVAP;X06 misto;B;1;PRESET-61;GASOLINA C
BAVAP-PRESET-62;5280;BAVAP;X06 misto;B;1;PRESET-62;DIESEL B S10
BAVAP-PRESET-63;5280;BAVAP;X06 misto;B;1;PRESET-63;PRODUTO NÃO DETECTADO
BAVAP-PRESET-71;5280;BAVAP;X07 GA/H/S50;B;1;PRESET-71;GASOLINA C
BAVAP-PRESET-72;5280;BAVAP;X07 GA/H/S50;B;1;PRESET-72;DIESEL B S10
BAVAP-PRESET-73;5280;BAVAP;X07 GA/H/S50;B;1;PRESET-73;ETANOL HIDRATADO
BAVAP-PRESET-81;5280;BAVAP;X08 POD/VER;B;1;PRESET-81;PRODUTO NÃO DETECTADO
BAVAP-PRESET-82;5280;BAVAP;X08 POD/VER;B;1;PRESET-82;DIESEL B S10
BAVAP-PRESET-91;5280;BAVAP;X09 QAV/Sol;B;1;PRESET-91;GASOLINA A
BAVAP-PRESET-92;5280;BAVAP;X09 QAV/Sol;B;1;PRESET-92;JET-A
BAVEL-PRESET-11;5097;BAVEL;ILHA 1;T;2;PRESET-11;DIESEL B S10
BAVEL-PRESET-12;5097;BAVEL;ILHA 1;T;2;PRESET-12;GASOLINA C
BAVEL-PRESET-13;5097;BAVEL;ILHA 1;T;2;PRESET-13;DIESEL B S500
BAVEL-PRESET-14;5097;BAVEL;ILHA 1;T;2;PRESET-14;JET-A
BAVEL-PRESET-21;5097;BAVEL;ILHA 2;T;2;PRESET-21;ETANOL HIDRATADO
BAVEL-PRESET-22;5097;BAVEL;ILHA 2;T;2;PRESET-22;DIESEL B S10
BAVEL-PRESET-23;5097;BAVEL;ILHA 2;T;2;PRESET-23;DIESEL B S500
BAVEL-PRESET-24;5097;BAVEL;ILHA 2;T;2;PRESET-24;GASOLINA C
BAVEL-PRESET-31;5097;BAVEL;ILHA 3;T;2;PRESET-31;DIESEL B S10
BAVEL-PRESET-32;5097;BAVEL;ILHA 3;T;2;PRESET-32;DIESEL B S500
BAVEL-PRESET-33;5097;BAVEL;ILHA 3;T;2;PRESET-33;GASOLINA C
BAVEL-PRESET-41;5097;BAVEL;ILHA 4;T;2;PRESET-41;JET-A
BAVEL-PRESET-42;5097;BAVEL;ILHA 4;T;2;PRESET-42;DIESEL B S10
BAVEL-PRESET-43;5097;BAVEL;ILHA 4;T;2;PRESET-43;DIESEL MARITIMO
BAVIT-PRESET-18;5040;BAVIT;Ilha 20;D;2;PRESET-18;ETANOL ANIDRO
BAVIT-PRESET-19;5040;BAVIT;Ilha 21;D;2;PRESET-19;ETANOL ANIDRO
BAVIT-PRESET-20;5040;BAVIT;Ilha 22;D;2;PRESET-20;BIODIESEL B100
BAVIT-PRESET-21;5040;BAVIT;Ilha 23;D;2;PRESET-21;DIESEL A S10
BAVIT-PRESET-01;5040;BAVIT;Ilha 3;T;2;PRESET-01;DIESEL B S500
BAVIT-PRESET-02;5040;BAVIT;Ilha 3;T;2;PRESET-02;DIESEL B S10
BAVIT-PRESET-03;5040;BAVIT;Ilha 3;T;2;PRESET-03;GASOLINA C
BAVIT-PRESET-04;5040;BAVIT;Ilha 4;T;2;PRESET-04;ETANOL HIDRATADO
BAVIT-PRESET-05;5040;BAVIT;Ilha 4;T;2;PRESET-05;DIESEL B S500
BAVIT-PRESET-06;5040;BAVIT;Ilha 4;T;2;PRESET-06;GASOLINA C
BAVIT-PRESET-07;5040;BAVIT;Ilha 5;T;2;PRESET-07;DIESEL B S500
BAVIT-PRESET-08;5040;BAVIT;Ilha 5;T;2;PRESET-08;DIESEL B S10
BAVIT-PRESET-09;5040;BAVIT;Ilha 5;T;2;PRESET-09;GASOLINA C
BAVIT-PRESET-10;5040;BAVIT;Ilha 6;T;2;PRESET-10;DIESEL B S10
BAVIT-PRESET-11;5040;BAVIT;Ilha 6;T;2;PRESET-11;ETANOL HIDRATADO
BAVIT-PRESET-12;5040;BAVIT;Ilha 6;T;2;PRESET-12;GASOLINA C
BAVIT-PRESET-13;5040;BAVIT;Ilha 7;T;2;PRESET-13;DIESEL B S10
BAVIT-PRESET-14;5040;BAVIT;Ilha 7;T;2;PRESET-14;DIESEL MARITIMO
BAVIT-PRESET-15;5040;BAVIT;Ilha 8;T;2;PRESET-15;DIESEL B S500
BAVIT-PRESET-16;5040;BAVIT;Ilha 8;T;2;PRESET-16;DIESEL B S10
BAVIT-PRESET-17;5040;BAVIT;Ilha 8;T;2;PRESET-17;GASOLINA C
BAVOL-PRESET-01;5123;BAVOL;Plect1;T;2;PRESET-01;GASOLINA C
BAVOL-PRESET-02;5123;BAVOL;Plect1;T;2;PRESET-02;ETANOL HIDRATADO
BAVOL-PRESET-03;5123;BAVOL;Plect1;T;2;PRESET-03;DIESEL B S10
BAVOL-PRESET-04;5123;BAVOL;Plect2;T;2;PRESET-04;GASOLINA C
BAVOL-PRESET-05;5123;BAVOL;Plect2;T;2;PRESET-05;ETANOL HIDRATADO
BAVOL-PRESET-06;5123;BAVOL;Plect2;T;2;PRESET-06;DIESEL B S10
BAVOL-PRESET-09;5123;BAVOL;Plect2;T;2;PRESET-09;DIESEL B S500
BAVOL-PRESET-07;5123;BAVOL;Plect3;T;2;PRESET-07;DIESEL B S500
BAVOL-PRESET-08;5123;BAVOL;Plect3;T;2;PRESET-08;DIESEL B S10
BAVOL-PRESET-10;5123;BAVOL;SKID;D;2;PRESET-10;DIESEL A S10
BEAPE-PRESET-47;5329;BEAPE;Pldct 01;D;2;PRESET-47;ETANOL HIDRATADO
BEAPE-PRESET-48;5329;BEAPE;Pldct 01;D;2;PRESET-48;ETANOL HIDRATADO
BEAPE-PRESET-45;5329;BEAPE;Pldct 02;D;2;PRESET-45;BIODIESEL B100
BEAPE-PRESET-46;5329;BEAPE;Pldct 02;D;2;PRESET-46;BIODIESEL B100
BEAPE-PRESET-01;5329;BEAPE;Plect 05;T;2;PRESET-01;JET-A
BEAPE-PRESET-02;5329;BEAPE;Plect 05;T;2;PRESET-02;JET-A
BEAPE-PRESET-03;5329;BEAPE;Plect 05;T;2;PRESET-03;PRODUTO NÃO DETECTADO
BEAPE-PRESET-04;5329;BEAPE;Plect 06;T;2;PRESET-04;ETANOL HIDRATADO
BEAPE-PRESET-05;5329;BEAPE;Plect 06;T;2;PRESET-05;GASOLINA A
BEAPE-PRESET-06;5329;BEAPE;Plect 06;T;2;PRESET-06;GASOLINA C
BEAPE-PRESET-25;5329;BEAPE;Plect 06;T;2;PRESET-25;DIESEL B S10
BEAPE-PRESET-07;5329;BEAPE;Plect 07;T;2;PRESET-07;ETANOL HIDRATADO
BEAPE-PRESET-08;5329;BEAPE;Plect 07;T;2;PRESET-08;DIESEL B S10
BEAPE-PRESET-09;5329;BEAPE;Plect 07;T;2;PRESET-09;GASOLINA C
BEAPE-PRESET-26;5329;BEAPE;Plect 07;T;2;PRESET-26;DIESEL B S10
BEAPE-PRESET-10;5329;BEAPE;Plect 08;T;2;PRESET-10;ETANOL HIDRATADO
BEAPE-PRESET-11;5329;BEAPE;Plect 08;T;2;PRESET-11;DIESEL B S10
BEAPE-PRESET-12;5329;BEAPE;Plect 08;T;2;PRESET-12;GASOLINA C
BEAPE-PRESET-27;5329;BEAPE;Plect 08;T;2;PRESET-27;DIESEL B S10
BEAPE-PRESET-13;5329;BEAPE;Plect 09;T;2;PRESET-13;ETANOL HIDRATADO
BEAPE-PRESET-14;5329;BEAPE;Plect 09;T;2;PRESET-14;DIESEL B S10
BEAPE-PRESET-15;5329;BEAPE;Plect 09;T;2;PRESET-15;DIESEL B S10
BEAPE-PRESET-16;5329;BEAPE;Plect 09;T;2;PRESET-16;GASOLINA C
BEAPE-PRESET-17;5329;BEAPE;Plect 10;T;2;PRESET-17;ETANOL HIDRATADO
BEAPE-PRESET-18;5329;BEAPE;Plect 10;T;2;PRESET-18;DIESEL B S10
BEAPE-PRESET-19;5329;BEAPE;Plect 10;T;2;PRESET-19;DIESEL B S10
BEAPE-PRESET-20;5329;BEAPE;Plect 10;T;2;PRESET-20;GASOLINA C
BEAPE-PRESET-21;5329;BEAPE;Plect 11;T;2;PRESET-21;ETANOL HIDRATADO
BEAPE-PRESET-22;5329;BEAPE;Plect 11;T;2;PRESET-22;DIESEL B S10
BEAPE-PRESET-23;5329;BEAPE;Plect 11;T;2;PRESET-23;DIESEL B S10
BEAPE-PRESET-24;5329;BEAPE;Plect 11;T;2;PRESET-24;GASOLINA C
BEAPE-PRESET-28;5329;BEAPE;Plect 12;B;2;PRESET-28;ETANOL ANIDRO
BEAPE-PRESET-29;5329;BEAPE;Plect 12;B;2;PRESET-29;GASOLINA C
BEAPE-PRESET-30;5329;BEAPE;Plect 12;B;2;PRESET-30;DIESEL B S10
BEAPE-PRESET-31;5329;BEAPE;Plect 12;B;2;PRESET-31;ETANOL ANIDRO
BEAPE-PRESET-32;5329;BEAPE;Plect 12;B;2;PRESET-32;GASOLINA C
BEAPE-PRESET-33;5329;BEAPE;Plect 12;B;2;PRESET-33;DIESEL B S10
BEAPE-PRESET-34;5329;BEAPE;Plect 13;B;2;PRESET-34;ETANOL ANIDRO
BEAPE-PRESET-35;5329;BEAPE;Plect 13;B;2;PRESET-35;GASOLINA C
BEAPE-PRESET-36;5329;BEAPE;Plect 13;B;2;PRESET-36;DIESEL B S10
BEAPE-PRESET-37;5329;BEAPE;Plect 13;B;2;PRESET-37;ETANOL ANIDRO
BEAPE-PRESET-38;5329;BEAPE;Plect 13;B;2;PRESET-38;GASOLINA C
BEAPE-PRESET-39;5329;BEAPE;Plect 13;B;2;PRESET-39;DIESEL B S10
BEAPE-PRESET-40;5329;BEAPE;Plect 14;B;2;PRESET-40;GASOLINA A
BEAPE-PRESET-41;5329;BEAPE;Plect 14;B;2;PRESET-41;DIESEL A S10
BEAPE-PRESET-42;5329;BEAPE;Plect 14;B;2;PRESET-42;JET-A
BEAPE-PRESET-43;5329;BEAPE;Plect 14;B;2;PRESET-43;JET-A
BEAPE-PRESET-44;5329;BEAPE;Plect 14;B;2;PRESET-44;DIESEL A S10
BEGON-PRESET-26;5306;BEGON;ILHA-01;T;2;PRESET-26;DIESEL B S10
BEGON-PRESET-27;5306;BEGON;ILHA-01;T;2;PRESET-27;DIESEL B S500
BEGON-PRESET-01;5306;BEGON;ILHA-02;T;2;PRESET-01;DIESEL B S10
BEGON-PRESET-02;5306;BEGON;ILHA-02;T;2;PRESET-02;DIESEL B S10
BEGON-PRESET-03;5306;BEGON;ILHA-03;T;2;PRESET-03;GASOLINA C
BEGON-PRESET-04;5306;BEGON;ILHA-03;T;2;PRESET-04;ETANOL HIDRATADO
BEGON-PRESET-05;5306;BEGON;ILHA-03;T;2;PRESET-05;DIESEL B S500
BEGON-PRESET-06;5306;BEGON;ILHA-04;T;2;PRESET-06;GASOLINA C
BEGON-PRESET-07;5306;BEGON;ILHA-04;T;2;PRESET-07;ETANOL HIDRATADO
BEGON-PRESET-08;5306;BEGON;ILHA-04;T;2;PRESET-08;DIESEL B S500
BEGON-PRESET-09;5306;BEGON;ILHA-05;T;2;PRESET-09;GASOLINA C
BEGON-PRESET-10;5306;BEGON;ILHA-05;T;2;PRESET-10;ETANOL HIDRATADO
BEGON-PRESET-11;5306;BEGON;ILHA-05;T;2;PRESET-11;DIESEL B S10
BEGON-PRESET-12;5306;BEGON;ILHA-06;T;2;PRESET-12;GASOLINA C
BEGON-PRESET-13;5306;BEGON;ILHA-06;T;2;PRESET-13;DIESEL B S10
BEGON-PRESET-14;5306;BEGON;ILHA-06;T;2;PRESET-14;DIESEL B S500
BEGON-PRESET-23;5306;BEGON;ILHA-06;T;2;PRESET-23;ETANOL HIDRATADO
BEGON-PRESET-15;5306;BEGON;ILHA-07;T;2;PRESET-15;GASOLINA C
BEGON-PRESET-16;5306;BEGON;ILHA-07;T;2;PRESET-16;ETANOL HIDRATADO
BEGON-PRESET-17;5306;BEGON;ILHA-07;T;2;PRESET-17;DIESEL B S10
BEGON-PRESET-18;5306;BEGON;ILHA-08;T;2;PRESET-18;GASOLINA C
BEGON-PRESET-19;5306;BEGON;ILHA-08;T;2;PRESET-19;ETANOL HIDRATADO
BEGON-PRESET-20;5306;BEGON;ILHA-08;T;2;PRESET-20;DIESEL B S10
BEGON-PRESET-21;5306;BEGON;ILHA-09;T;2;PRESET-21;DIESEL B S10
BEGON-PRESET-22;5306;BEGON;ILHA-09;T;2;PRESET-22;DIESEL B S500
BEGON-PRESET-24;5306;BEGON;ILHA-09;T;2;PRESET-24;GASOLINA C
BEGON-PRESET-25;5306;BEGON;ILHA-09;T;2;PRESET-25;ETANOL HIDRATADO
BEJUA-X;0;BEJUA;X;X;2;X;PRODUTO NÃO DETECTADO
BERAV-X;5211;BERAV;Baia 1;T;2;X;PRODUTO NÃO DETECTADO
BERAV-X;5211;BERAV;Baia 2;T;2;X;PRODUTO NÃO DETECTADO
BETER-X;5323;BETER;1;T;2;X;PRODUTO NÃO DETECTADO
BETER-X;5323;BETER;2;T;2;X;PRODUTO NÃO DETECTADO
BETER-X;5323;BETER;3;T;2;X;PRODUTO NÃO DETECTADO
BETER-X;5323;BETER;4 DIESEL MARITIMO;T;1;X;PRODUTO NÃO DETECTADO
BETER-X;5323;BETER;5 HIDRATADO;D;1;X;PRODUTO NÃO DETECTADO
BETER-X;5323;BETER;6 GASOLINA;D;1;X;PRODUTO NÃO DETECTADO
BETER-X;5323;BETER;7 GASO/S-500/S-10;D;1;X;PRODUTO NÃO DETECTADO
BETER-X;5323;BETER;8 ANIDRO;D;1;X;PRODUTO NÃO DETECTADO
BETER-X;5323;BETER;SKID TQ 2223;T;1;X;PRODUTO NÃO DETECTADO
